,0
2751,1020
2752,840
2753,840
2754,720
2755,1860
2756,1020
2757,840
2758,780
2759,1140
2760,720
2761,900
2762,1200
2763,1440
2764,1140
2765,900
2766,720
2767,1260
2768,1320
2769,960
2770,780
2771,1020
2772,840
2773,1200
2774,900
2775,1680
2776,1740
2777,780
2778,900
2779,1080
2780,1140
2781,1200
2782,900
2783,1140
2784,1200
2785,1800
2786,1020
2787,1140
2788,960
2789,840
2790,960
2791,1080
2792,660
2793,840
2794,960
2795,960
2796,600
2797,1320
2798,2460
2799,1260
2800,1080
2801,1140
2802,1080
2803,1200
2804,1260
2805,1320
2806,1200
2807,1380
2808,1800
2809,1740
2810,1260
2811,2580
2812,1740
2813,1560
2814,1620
2815,1800
2816,1380
2817,2220
2818,1740
2819,2100
2820,1620
2821,2160
2822,2040
2823,1500
2824,1260
2825,1200
2826,1620
2827,1140
2828,2280
2829,120
2830,0
2831,120
2832,960
2833,540
2834,540
2835,1380
2836,1620
2837,900
2838,1020
2839,480
2840,1080
2841,780
2842,900
2843,360
2844,240
2845,0
2846,420
2847,180
2848,660
2849,720
2850,2460
2851,1100
2852,540
2853,660
2854,960
2855,360
2856,480
2857,360
2858,600
2859,900
2860,420
2861,720
2862,840
2863,1680
2864,180
2865,60
2866,360
2867,240
2868,240
2869,240
2870,120
2871,180
2872,120
2873,360
2874,180
2875,120
2876,60
2877,240
2878,60
2879,240
2880,60
2881,1500
2882,900
2883,240
2884,300
2885,540
2886,300
2887,360
2888,300
2889,0
2890,300
2891,420
2892,120
2893,120
2894,180
2895,360
2896,60
2897,300
2898,360
2899,0
2900,60
2901,180
2902,360
2903,180
2904,240
2905,60
2906,720
2907,0
2908,180
2909,540
2910,600
2911,180
2912,60
2913,360
2914,300
2915,0
2916,60
2917,0
2918,60
2919,300
2920,540
2921,240
2922,180
2923,0
2924,300
2925,60
2926,1380
2927,180
2928,180
2929,540
2930,0
2931,180
2932,300
2933,360
2934,180
2935,300
2936,180
2937,60
2938,240
2939,0
2940,0
2941,60
2942,120
2943,0
2944,600
2945,60
2946,120
2947,180
2948,120
2949,60
2950,1140
2951,240
2952,60
2953,0
2954,900
2955,300
2956,120
2957,780
2958,180
2959,240
2960,0
2961,180
2962,60
2963,120
2964,360
2965,300
2966,1080
2967,180
2968,420
2969,180
2970,780
2971,960
2972,420
2973,180
2974,0
2975,0
2976,60
2977,0
2978,60
2979,300
2980,60
2981,180
2982,240
2983,120
2984,0
2985,300
2986,180
2987,360
2988,120
2989,120
2990,480
2991,600
2992,60
2993,300
2994,240
2995,240
2996,1320
2997,0
2998,720
2999,420
3000,240
3001,900
3002,60
3003,60
3004,180
3005,300
3006,360
3007,1260
3008,0
3009,180
3010,300
3011,120
3012,360
3013,120
3014,2280
3015,180
3016,240
3017,360
3018,180
3019,600
3020,0
3021,60
3022,0
3023,360
3024,60
3025,240
3026,840
3027,120
3028,0
3029,360
3030,780
3031,180
3032,0
3033,240
3034,600
3035,0
3036,300
3037,300
3038,420
3039,0
3040,60
3041,120
3042,60
3043,1380
3044,1260
3045,1140
3046,1440
3047,900
3048,720
3049,1020
3050,1020
3051,720
3052,720
3053,1140
3054,900
3055,960
3056,720
3057,420
3058,900
3059,720
3060,720
3061,960
3062,780
3063,480
3064,840
3065,960
3066,1320
3067,1020
3068,720
3069,540
3070,540
3071,780
3072,1020
3073,480
3074,840
3075,480
3076,1800
3077,540
3078,720
3079,1020
3080,1320
3081,1440
3082,720
3083,900
3084,1440
3085,840
3086,960
3087,1980
3088,900
3089,960
3090,540
3091,720
3092,960
3093,1560
3094,960
3095,900
3096,600
3097,660
3098,840
3099,1680
3100,660
3101,1080
3102,660
3103,480
3104,600
3105,300
3106,900
3107,600
3108,900
3109,1020
3110,1020
3111,840
3112,960
3113,660
3114,1080
3115,540
3116,840
3117,720
3118,1500
3119,780
3120,540
3121,480
3122,900
3123,1200
3124,480
3125,660
3126,600
3127,660
3128,660
3129,1620
3130,540
3131,660
3132,480
3133,1380
3134,1140
3135,660
3136,840
3137,960
3138,1260
3139,780
3140,660
3141,840
3142,1860
3143,0
3144,1920
3145,600
3146,780
3147,480
3148,900
3149,720
3150,780
3151,480
3152,1380
3153,960
3154,660
3155,720
3156,540
3157,540
3158,660
3159,720
3160,0
3161,660
3162,900
3163,1080
3164,1140
3165,1020
3166,1440
3167,960
3168,1020
3169,1620
3170,1020
3171,1020
3172,1380
3173,1560
3174,1260
3175,1440
3176,1380
3177,1380
3178,1260
3179,840
3180,1140
3181,1140
3182,2160
3183,900
3184,1080
3185,1440
3186,600
3187,900
3188,720
3189,540
3190,540
3191,720
3192,840
3193,780
3194,1560
3195,2160
3196,2460
3197,1680
3198,1920
3199,2580
3200,1860
3201,1680
3202,2100
3203,1020
3204,1140
3205,900
3206,900
3207,1680
3208,1380
3209,2640
3210,840
3211,1080
3212,1080
3213,1320
3214,840
3215,1020
3216,1020
3217,960
3218,900
3219,900
3220,840
3221,900
3222,1080
3223,1380
3224,900
3225,720
3226,1140
3227,1980
3228,900
3229,840
3230,1020
3231,720
3232,1020
3233,900
3234,1560
3235,1020
3236,1140
3237,1860
3238,900
3239,900
3240,840
3241,660
3242,1140
3243,720
3244,1620
3245,1020
3246,1020
3247,660
3248,1140
3249,1020
3250,720
3251,240
3252,1020
3253,1140
3254,1020
3255,900
3256,0
3257,1440
3258,780
3259,900
3260,960
3261,0
3262,720
3263,1320
3264,660
3265,720
3266,600
3267,540
3268,900
3269,480
3270,540
3271,900
3272,480
3273,660
3274,720
3275,1020
3276,600
3277,1080
3278,660
3279,540
3280,480
3281,600
3282,900
3283,600
3284,780
3285,720
3286,660
3287,840
3288,900
3289,900
3290,840
3291,1260
3292,780
3293,480
3294,900
3295,600
3296,900
3297,660
3298,1440
3299,720
3300,780
3301,840
3302,600
3303,1620
3304,660
3305,840
3306,780
3307,1080
3308,660
3309,360
3310,300
3311,420
3312,600
3313,120
3314,360
3315,0
3316,300
3317,300
3318,900
3319,600
3320,480
3321,300
3322,600
3323,480
3324,300
3325,300
3326,300
3327,240
3328,420
3329,420
3330,240
3331,180
3332,180
3333,960
3334,900
3335,300
3336,240
3337,600
3338,660
3339,660
3340,120
3341,480
3342,60
3343,1080
3344,180
3345,780
3346,240
3347,420
3348,480
3349,120
3350,120
3351,420
3352,600
3353,360
3354,360
3355,180
3356,480
3357,180
3358,600
3359,300
3360,840
3361,1380
3362,240
3363,660
3364,780
3365,240
3366,480
3367,240
3368,240
3369,660
3370,420
3371,1680
3372,780
3373,480
3374,660
3375,660
3376,600
3377,360
3378,300
3379,0
3380,540
3381,300
3382,300
3383,180
3384,360
3385,360
3386,420
3387,480
3388,660
3389,540
3390,0
3391,600
3392,480
3393,1080
3394,480
3395,540
3396,420
3397,360
3398,240
3399,120
3400,300
3401,180
3402,960
3403,720
3404,480
3405,360
3406,0
3407,720
3408,420
3409,240
3410,600
3411,180
3412,1020
3413,360
3414,840
3415,300
3416,420
3417,360
3418,420
3419,420
3420,420
3421,660
3422,660
3423,300
3424,600
3425,360
3426,300
3427,240
3428,1020
3429,120
3430,420
3431,240
3432,540
3433,540
3434,240
3435,420
3436,360
3437,360
3438,1140
3439,780
3440,300
3441,300
3442,360
3443,300
3444,300
3445,900
3446,600
3447,420
3448,600
3449,360
3450,120
3451,300
3452,240
3453,180
3454,1380
3455,240
3456,1020
3457,180
3458,1740
3459,420
3460,480
3461,1020
3462,180
3463,420
3464,420
3465,240
3466,420
3467,600
3468,180
3469,480
3470,660
3471,300
3472,960
3473,360
3474,720
3475,480
3476,240
3477,360
3478,600
3479,420
3480,780
3481,540
3482,480
3483,420
3484,420
3485,300
3486,420
3487,480
3488,1140
3489,480
3490,540
3491,420
3492,780
3493,300
3494,600
3495,300
3496,480
3497,480
3498,660
3499,240
3500,240
3501,360
3502,420
3503,540
3504,420
3505,180
3506,360
3507,300
3508,540
3509,180
3510,300
3511,1080
3512,240
3513,1740
3514,360
3515,360
3516,300
3517,240
3518,480
3519,420
3520,780
3521,360
3522,240
3523,360
3524,180
3525,660
3526,360
3527,300
3528,180
3529,1200
3530,960
3531,660
3532,360
3533,360
3534,240
3535,300
3536,300
3537,240
3538,360
3539,1380
3540,300
3541,540
3542,240
3543,120
3544,360
3545,300
3546,180
3547,180
3548,480
3549,480
3550,2400
3551,480
3552,300
3553,420
3554,1260
3555,240
3556,240
3557,300
3558,420
3559,180
3560,660
3561,600
3562,180
3563,360
3564,300
3565,240
3566,660
3567,540
3568,540
3569,600
3570,480
3571,240
3572,540
3573,540
3574,480
3575,780
3576,360
3577,420
3578,540
3579,780
3580,720
3581,420
3582,720
3583,180
3584,480
3585,660
3586,60
3587,360
3588,360
3589,480
3590,1080
3591,660
3592,360
3593,360
3594,300
3595,420
3596,720
3597,360
3598,360
3599,1440
3600,300
3601,480
3602,540
3603,600
3604,900
3605,540
3606,1320
3607,1020
3608,780
3609,540
3610,660
3611,480
3612,1020
3613,780
3614,840
3615,600
3616,780
3617,1020
3618,1440
3619,1800
3620,2520
3621,2220
3622,1740
3623,2220
3624,420
3625,420
3626,420
3627,60
3628,540
3629,1500
3630,480
3631,720
3632,840
3633,420
3634,2520
3635,1020
3636,600
3637,360
3638,1020
3639,540
3640,420
3641,1200
3642,1260
3643,1320
3644,1560
3645,1080
3646,780
3647,720
3648,1020
3649,1440
3650,1260
3651,900
3652,1560
3653,1380
3654,960
3655,1200
3656,1080
3657,2220
3658,1260
3659,1440
3660,1140
3661,840
3662,780
3663,960
3664,1260
3665,1440
3666,900
3667,960
3668,1080
3669,540
3670,240
3671,660
3672,900
3673,360
3674,180
3675,420
3676,0
3677,300
3678,240
3679,420
3680,360
3681,300
3682,480
3683,420
3684,420
3685,540
3686,360
3687,300
3688,240
3689,540
3690,600
3691,120
3692,240
3693,780
3694,300
3695,360
3696,540
3697,300
3698,660
3699,600
3700,240
3701,360
3702,480
3703,540
3704,600
3705,360
3706,300
3707,840
3708,1020
3709,1740
3710,1440
3711,840
3712,960
3713,1260
3714,1260
3715,900
3716,1200
3717,1260
3718,660
3719,1260
3720,780
3721,1680
3722,1020
3723,900
3724,840
3725,960
3726,840
3727,900
3728,540
3729,1620
3730,60
3731,1080
3732,480
3733,1080
3734,300
3735,960
3736,780
3737,1140
3738,840
3739,1080
3740,960
3741,840
3742,900
3743,840
3744,900
3745,1140
3746,1140
3747,1380
3748,600
3749,900
3750,780
3751,1080
3752,780
3753,720
3754,600
3755,780
3756,660
3757,540
3758,300
3759,480
3760,300
3761,840
3762,240
3763,420
3764,1440
3765,720
3766,840
3767,1860
3768,1260
3769,780
3770,660
3771,900
3772,360
3773,840
3774,660
3775,1020
3776,120
3777,2100
3778,780
3779,600
3780,840
3781,840
3782,360
3783,1020
3784,780
3785,780
3786,420
3787,1020
3788,720
3789,1140
3790,600
3791,60
3792,60
3793,840
3794,2220
3795,1500
3796,960
3797,2280
3798,240
3799,1560
3800,0
3801,0
3802,660
3803,180
3804,0
3805,0
3806,300
3807,180
3808,0
3809,300
3810,60
3811,180
3812,180
3813,60
3814,0
3815,180
3816,420
3817,960
3818,180
3819,180
3820,300
3821,300
3822,300
3823,420
3824,120
3825,660
3826,660
3827,0
3828,0
3829,0
3830,300
3831,360
3832,600
3833,240
3834,360
3835,0
3836,300
3837,1020
3838,60
3839,0
3840,420
3841,180
3842,180
3843,720
3844,360
3845,720
3846,180
3847,480
3848,540
3849,180
3850,900
3851,180
3852,60
3853,0
3854,420
3855,180
3856,420
3857,60
3858,300
3859,0
3860,180
3861,240
3862,180
3863,60
3864,0
3865,60
3866,0
3867,600
3868,420
3869,0
3870,180
3871,120
3872,0
3873,480
3874,660
3875,60
3876,540
3877,1440
3878,180
3879,60
3880,540
3881,180
3882,120
3883,60
3884,0
3885,180
3886,60
3887,480
3888,300
3889,1980
3890,120
3891,480
3892,120
3893,420
3894,180
3895,120
3896,300
3897,120
3898,0
3899,60
3900,60
3901,180
3902,420
3903,120
3904,300
3905,60
3906,420
3907,540
3908,60
3909,1140
3910,840
3911,600
3912,1020
3913,1020
3914,480
3915,840
3916,1200
3917,540
3918,2520
3919,900
3920,660
3921,780
3922,660
3923,660
3924,600
3925,540
3926,540
3927,0
3928,1020
3929,720
3930,1020
3931,420
3932,540
3933,720
3934,540
3935,1200
3936,540
3937,900
3938,660
3939,780
3940,720
3941,900
3942,720
3943,600
3944,900
3945,780
3946,600
3947,660
3948,1500
3949,540
3950,660
3951,660
3952,1020
3953,900
3954,420
3955,1560
3956,480
3957,720
3958,780
3959,840
3960,540
3961,600
3962,360
3963,960
3964,540
3965,660
3966,660
3967,780
3968,600
3969,480
3970,780
3971,960
3972,360
3973,420
3974,660
3975,840
3976,660
3977,600
3978,720
3979,960
3980,660
3981,780
3982,720
3983,1200
3984,420
3985,600
3986,720
3987,600
3988,1200
3989,1440
3990,420
3991,1080
3992,1080
3993,660
3994,660
3995,600
3996,1200
3997,1020
3998,1020
3999,780
4000,720
4001,1020
4002,540
4003,900
4004,840
4005,720
4006,660
4007,360
4008,1800
4009,1380
4010,1320
4011,780
4012,1020
4013,960
4014,780
4015,1020
4016,840
4017,1380
4018,660
4019,1080
4020,600
4021,720
4022,840
4023,720
4024,660
4025,840
4026,1320
4027,1380
4028,1560
4029,720
4030,540
4031,900
4032,1080
4033,960
4034,720
4035,1680
4036,1080
4037,1500
4038,1860
4039,1080
4040,900
4041,1500
4042,1260
4043,2400
4044,1440
4045,1200
4046,1080
4047,600
4048,780
4049,660
4050,540
4051,480
4052,1380
4053,780
4054,600
4055,660
4056,900
4057,480
4058,840
4059,840
4060,780
4061,1140
4062,600
4063,840
4064,600
4065,900
4066,660
4067,840
4068,720
4069,720
4070,420
4071,960
4072,1140
4073,540
4074,540
4075,1140
4076,1080
4077,840
4078,840
4079,660
4080,1620
4081,1260
4082,960
4083,600
4084,660
4085,480
4086,420
4087,780
4088,840
4089,1560
4090,900
4091,1140
4092,720
4093,480
4094,480
4095,600
4096,720
4097,1200
4098,420
4099,900
4100,540
4101,600
4102,480
4103,780
4104,660
4105,780
4106,840
4107,480
4108,660
4109,780
4110,900
4111,480
4112,420
4113,600
4114,840
4115,840
4116,660
4117,960
4118,900
4119,660
4120,1020
4121,1560
4122,540
4123,600
4124,1200
4125,720
4126,540
4127,300
4128,480
4129,900
4130,420
4131,420
4132,600
4133,840
4134,1140
4135,720
4136,540
4137,600
4138,780
4139,540
4140,660
4141,360
4142,540
4143,420
4144,480
4145,420
4146,540
4147,600
4148,780
4149,780
4150,540
4151,720
4152,720
4153,660
4154,780
4155,660
4156,1140
4157,840
4158,780
4159,540
4160,840
4161,1560
4162,600
4163,780
4164,720
4165,360
4166,900
4167,780
4168,540
4169,1020
4170,720
4171,480
4172,960
4173,780
4174,1140
4175,780
4176,900
4177,420
4178,900
4179,1080
4180,840
4181,600
4182,900
4183,1080
4184,960
4185,660
4186,660
4187,540
4188,780
4189,1200
4190,480
4191,720
4192,1380
4193,780
4194,720
4195,900
4196,1020
4197,900
4198,900
4199,840
4200,720
4201,780
4202,720
4203,960
4204,1860
4205,960
4206,780
4207,780
4208,1080
4209,1620
4210,840
4211,960
4212,600
4213,960
4214,1500
4215,1620
4216,600
4217,420
4218,840
4219,840
4220,540
4221,780
4222,780
4223,600
4224,480
4225,540
4226,720
4227,780
4228,600
4229,660
4230,720
4231,660
4232,540
4233,420
4234,360
4235,600
4236,420
4237,780
4238,480
4239,660
4240,540
4241,480
4242,480
4243,480
4244,480
4245,720
4246,1200
4247,600
4248,720
4249,600
4250,720
4251,840
4252,600
4253,660
4254,540
4255,360
4256,600
4257,540
4258,720
4259,960
4260,840
4261,720
4262,600
4263,240
4264,840
4265,900
4266,360
4267,480
4268,660
4269,660
4270,660
4271,420
4272,660
4273,480
4274,1200
4275,480
4276,240
4277,780
4278,480
4279,1080
4280,540
4281,1200
4282,720
4283,480
4284,540
4285,600
4286,480
4287,480
4288,420
4289,1020
4290,660
4291,480
4292,1140
4293,1320
4294,900
4295,2580
4296,600
4297,720
4298,600
4299,840
4300,780
4301,720
4302,540
4303,600
4304,600
4305,420
4306,720
4307,1020
4308,660
4309,480
4310,1020
4311,720
4312,360
4313,600
4314,900
4315,900
4316,600
4317,1260
4318,720
4319,1620
4320,660
4321,600
4322,660
4323,480
4324,720
4325,780
4326,1020
4327,360
4328,420
4329,1140
4330,540
4331,540
4332,1200
4333,1260
4334,720
4335,480
4336,540
4337,1860
4338,1080
4339,660
4340,540
4341,420
4342,1380
4343,360
4344,2220
4345,540
4346,360
4347,480
4348,1080
4349,540
4350,480
4351,1200
4352,360
4353,720
4354,900
4355,660
4356,600
4357,240
4358,180
4359,480
4360,840
4361,360
4362,420
4363,360
4364,240
4365,180
4366,300
4367,480
4368,1680
4369,480
4370,240
4371,540
4372,0
4373,960
4374,420
4375,600
4376,480
4377,540
4378,420
4379,300
4380,120
4381,540
4382,660
4383,600
4384,780
4385,540
4386,600
4387,420
4388,600
4389,1020
4390,420
4391,300
4392,360
4393,540
4394,480
4395,180
4396,600
4397,600
4398,300
4399,540
4400,240
4401,240
4402,600
4403,240
4404,660
4405,1080
4406,420
4407,360
4408,300
4409,1200
4410,300
4411,240
4412,300
4413,240
4414,360
4415,360
4416,240
4417,720
4418,480
4419,540
4420,480
4421,420
4422,600
4423,600
4424,540
4425,540
4426,360
4427,300
4428,360
4429,300
4430,780
4431,300
4432,720
4433,540
4434,600
4435,480
4436,360
4437,300
4438,600
4439,660
4440,600
4441,60
4442,480
4443,300
4444,540
4445,180
4446,180
4447,540
4448,420
4449,240
4450,960
4451,180
4452,600
4453,420
4454,600
4455,1500
4456,420
4457,240
4458,420
4459,540
4460,480
4461,360
4462,240
4463,300
4464,120
4465,300
4466,180
4467,1260
4468,240
4469,300
4470,120
4471,900
4472,540
4473,180
4474,240
4475,420
4476,300
4477,360
4478,300
4479,480
4480,420
4481,120
4482,480
4483,300
4484,480
4485,420
4486,600
4487,900
4488,780
4489,960
4490,840
4491,960
4492,960
4493,600
4494,780
4495,1440
4496,1500
4497,900
4498,1200
4499,1260
4500,1440
4501,780
4502,780
4503,960
4504,840
4505,900
4506,1320
4507,1020
4508,660
4509,600
4510,720
4511,720
4512,1020
4513,720
4514,900
4515,960
4516,1980
4517,1140
4518,960
4519,840
4520,720
4521,900
4522,840
4523,900
4524,720
4525,780
4526,1080
4527,660
4528,1140
4529,600
4530,1860
4531,600
4532,1260
4533,1020
4534,900
4535,840
4536,420
4537,660
4538,600
4539,1020
4540,600
4541,780
4542,660
4543,1440
4544,600
4545,900
4546,600
4547,840
4548,840
4549,960
4550,1380
4551,780
4552,840
4553,780
4554,420
4555,660
4556,780
4557,900
4558,660
4559,720
4560,1020
4561,480
4562,1020
4563,2400
4564,660
4565,780
4566,900
4567,780
4568,600
4569,720
4570,780
4571,900
4572,720
4573,900
4574,840
4575,540
4576,720
4577,660
4578,840
4579,840
4580,600
4581,840
4582,840
4583,1020
4584,960
4585,1500
4586,480
4587,720
4588,660
4589,480
4590,660
4591,1500
4592,720
4593,1200
4594,840
4595,540
4596,660
4597,720
4598,960
4599,600
4600,1080
4601,660
4602,780
4603,2040
4604,960
4605,1380
4606,480
4607,660
4608,720
4609,1140
4610,780
4611,840
4612,540
4613,780
4614,960
4615,540
4616,540
4617,480
4618,600
4619,600
4620,780
4621,1740
4622,780
4623,840
4624,900
4625,600
4626,660
4627,1920
4628,900
4629,720
4630,480
4631,1020
4632,600
4633,1200
4634,780
4635,1200
4636,780
4637,720
4638,540
4639,720
4640,660
4641,660
4642,960
4643,900
4644,540
4645,900
4646,900
4647,900
4648,1020
4649,960
4650,540
4651,480
4652,1380
4653,660
4654,840
4655,960
4656,720
4657,600
4658,1020
4659,1320
4660,360
4661,540
4662,960
4663,1140
4664,660
4665,480
4666,960
4667,900
4668,1560
4669,900
4670,840
4671,780
4672,1080
4673,600
4674,660
4675,840
4676,960
4677,840
4678,720
4679,660
4680,720
4681,1020
4682,600
4683,360
4684,300
4685,540
4686,660
4687,180
4688,480
4689,240
4690,300
4691,240
4692,180
4693,300
4694,540
4695,240
4696,720
4697,780
4698,840
4699,600
4700,600
4701,660
4702,960
4703,720
4704,1500
4705,720
4706,840
4707,780
4708,540
4709,1080
4710,600
4711,540
4712,600
4713,660
4714,720
4715,720
4716,900
4717,1200
4718,540
4719,600
4720,540
4721,720
4722,840
4723,480
4724,960
4725,660
4726,540
4727,900
4728,840
4729,840
4730,480
4731,660
4732,1140
4733,600
4734,1080
4735,960
4736,960
4737,900
4738,600
4739,1260
4740,720
4741,1740
4742,1440
4743,660
4744,660
4745,960
4746,480
4747,660
4748,540
4749,600
4750,720
4751,660
4752,660
4753,600
4754,480
4755,480
4756,840
4757,540
4758,900
4759,600
4760,720
4761,480
4762,600
4763,540
4764,600
4765,780
4766,660
4767,720
4768,600
4769,600
4770,1080
4771,720
4772,900
4773,1080
4774,1080
4775,480
4776,780
4777,960
4778,900
4779,1200
4780,600
4781,720
4782,600
4783,480
4784,660
4785,780
4786,420
4787,840
4788,660
4789,660
4790,660
4791,540
4792,540
4793,360
4794,900
4795,960
4796,480
